id,word,alt,type,bee,group,origin,nTried,nMistakes,weight
2659,zodiac,,,two,champions,,1,0,1
2660,erstwhile,,,two,champions,,1,0,1
2661,steppe,,,two,champions,,1,0,1
2662,lozenge,,,two,champions,,1,0,1
2663,burlap,,,two,study,,1,0,1
2664,intensify,,,two,champions,,1,0,1
2665,ritziness,,,two,champions,,1,0,1
2666,tribunal,,,two,champions,,1,0,1
2667,trefoil,,,two,champions,,1,1,1
2668,obelisk,,,two,champions,,1,0,1
2669,palatable,,,two,champions,,1,2,1
2670,pensive,,,two,champions,,1,0,1
2671,homicide,,,two,champions,,1,0,1
2672,par,,,two,champions,,1,0,1
2673,talisman,,,two,champions,,1,0,1
2674,surplus,,,two,champions,,1,0,1
2675,peremptory,,,two,champions,,1,2,1
2676,avalanche,,,two,champions,,1,0,1
2677,pilgrimages,,,two,champions,,1,0,1
2678,bowyer,,,two,champions,,1,0,1
2679,quorum,,,two,champions,,1,1,1
2680,intuitable,,,two,champions,,1,0,1
2681,quo,,,two,champions,,1,1,1
2682,calmed,,,two,study,,1,0,1
2683,concentrate,,,two,study,,1,0,1
2684,flotsam,,,two,champions,,1,0,1
2685,quizzical,,,two,champions,,1,0,1
2686,statuesque,,,two,champions,,1,0,1
2687,anglophile,,,two,champions,,1,0,1
2688,capsule,,,two,champions,,1,0,1
2689,Hebrides,,,two,champions,,1,1,1
2690,vehemence,,,two,champions,,1,1,1
2691,sympathy,,,two,champions,,1,0,1
2692,tupelo,,,two,champions,,1,0,1
2693,masse,,,two,champions,,1,0,1
2694,tandoori,,,two,champions,,1,2,1
2695,captivated,,,two,champions,,1,0,1
2696,isotopic,,,two,champions,,1,0,1
2697,mezzanine,,,two,champions,,1,0,1
2698,venue,,,two,champions,,1,0,1
2699,turbinado,,,two,champions,,1,1,1
2700,convalesce,,,two,champions,,1,0,1
2701,stanzaic,,,two,champions,,1,1,1
2702,pliant,,,two,champions,,1,0,1
2703,portcullis,,,two,champions,,1,0,1
2704,vendage,,,two,champions,,1,2,1
2705,quiddity,,,two,champions,,1,0,1
2706,indulgent,,,two,champions,,1,0,1
2707,capillary,,,two,champions,,1,1,1
2708,burgoo,,,two,champions,,1,1,1
2709,ambidexterity,,,two,champions,,1,0,1
2710,thespian,,,two,champions,,1,0,1
2711,stupefy,,,two,champions,,1,0,1
2712,artillery,,,two,champions,,1,0,1
2713,misconstrue,,,two,champions,,1,1,1
2714,persuasible,,,two,champions,,1,0,1
2715,luminance,,,two,champions,,1,0,1
2716,corgi,,,two,champions,,1,1,1
2717,levees,,,two,study,,1,1,1
2718,reggae,,,two,champions,,1,0,1
2719,filbert,,,two,champions,,1,0,1
2720,apocalypse,,,two,champions,,1,0,1
2721,university,,,two,champions,,1,0,1
2722,pathogen,,,two,champions,,1,0,1
2723,cogently,,,two,champions,,1,0,1
2724,allocable,,,two,champions,,1,0,1
2725,agoraphobia,,,two,champions,,1,0,1
2726,episode,,,two,study,,1,0,1
2727,judicious,,,two,champions,,1,0,1
2728,arabesque,,,two,champions,,1,0,1
2729,Nostradamus,,,two,champions,,1,0,1
2730,bromide,,,two,champions,,1,0,1
2731,laudatory,,,two,champions,,1,2,1
2732,attributive,,,two,champions,,1,0,1
2733,cholera,,,two,champions,,1,0,1
2734,whimsical,,,two,champions,,1,0,1
2735,farcical,,,two,champions,,1,1,1
2736,backgammon,,,two,champions,,1,0,1
2737,luggage,,,two,study,,1,0,1
2738,jonquil,,,two,champions,,1,1,1
2739,drupiferous,,,two,champions,,1,0,1
2740,momentous,,,two,study,,1,0,1
2741,embryo,,,two,champions,,1,0,1
2742,substitute,,,two,champions,,1,0,1
2743,asparagus,,,two,study,,1,0,1
2744,effraction,,,two,champions,,1,1,1
2745,vague,,,two,champions,,1,0,1
2746,trounce,,,two,champions,,1,0,1
2747,hypochondria,,,two,champions,,1,0,1
2748,coltan,,,two,study,,1,0,1
2749,domain,,,two,study,,1,0,1
2750,enzyme,,,two,champions,,1,0,1
2751,acrylics,,,two,champions,,1,0,1
2752,rutabaga,,,two,champions,,1,0,1
2753,abstemious,,,two,champions,,1,0,1
2754,impermeable,,,two,champions,,1,0,1
2755,playwright,,,two,study,,1,0,1
2756,nattily,,,two,champions,,1,1,1
2757,revelation,,,two,champions,,1,0,1
2758,truffle,,,two,champions,,1,0,1
2759,pilcrow,,,two,champions,,1,0,1
2760,grotesqueness,,,two,champions,,1,0,1
2761,transcription,,,two,champions,,1,0,1
2762,analepsis,,,two,champions,,1,1,1
2763,eczema,,,two,champions,,1,0,1
2764,vainglorious,,,two,champions,,1,0,1
2765,hydrargyrum,,,two,study,,1,0,1
2766,paisley,,,two,champions,,1,1,1
2767,absorptive,,,two,study,,1,0,1
2768,brogue,,,two,champions,,1,0,1
2769,chortle,,,two,champions,,1,0,1
2770,complicit,,,two,champions,,1,0,1
2771,spontaneity,,,two,champions,,1,1,1
2772,atmospheric,,,two,study,,1,0,1
2773,audience,,,two,study,,1,0,1
2774,pervasive,,,two,champions,,1,0,1
2775,trifecta,,,two,study,,1,0,1
2776,plundered,,,two,champions,,1,0,1
2777,sycophant,,,two,champions,,1,2,1
2778,turmeric,,,two,champions,,1,0,1
2779,schism,,,two,champions,,1,0,1
2780,buoyancy,,,two,champions,,1,0,1
2781,assistance,,,two,study,,1,0,1
2782,miasma,,,two,champions,,1,1,1
2783,Iberian,,,two,champions,,1,0,1
2784,adjective,,,two,champions,,1,0,1
2785,decor,décor,No preference,two,champions,,1,0,1
2786,geriatric,,,two,champions,,1,1,1
2787,tracheotomy,,,two,champions,,1,2,1
2788,roseola,,,two,champions,,1,1,1
2789,confused,,,two,study,,1,0,1
2790,anemometers,,,two,study,,1,0,1
2791,beguile,,,two,champions,,1,0,1
2792,stomach,,,two,champions,,1,0,1
2793,preposterous,,,two,champions,,1,0,1
2794,propinquity,,,two,champions,,1,0,1
2795,antelope,,,two,champions,,1,0,1
2796,Himalayan,,,two,study,,1,0,1
2797,Bohemian,,,two,champions,,1,0,1
2798,fearsome,,,two,study,,1,0,1
2799,cartilage,,,two,champions,,1,1,1
2800,sophisticated,,,two,champions,,1,0,1
2801,brochure,,,two,champions,,1,0,1
2802,qualms,,,two,champions,,1,0,1
2803,mawkish,,,two,champions,,1,1,1
2804,disembark,,,two,study,,1,0,1
2805,registrar,,,two,champions,,1,0,1
2806,personnel,,,two,champions,,1,0,1
2807,regurgitate,,,two,champions,,1,0,1
2808,epicurean,,,two,champions,,1,1,1
2809,evidence,,,two,study,,1,0,1
2810,cenotaph,,,two,champions,,1,0,1
2811,artery,,,two,champions,,1,0,1
2812,emancipatory,,,two,champions,,1,0,1
2813,probative,,,two,champions,,1,0,1
2814,affluent,,,two,champions,,1,0,1
2815,remuneration,,,two,champions,,1,0,1
2816,fide,,,two,champions,,1,0,1
2817,signatory,,,two,champions,,1,0,1
2818,urbanely,,,two,champions,,1,1,1
2819,drastic,,,two,study,,1,0,1
2820,prowess,,,two,champions,,1,0,1
2821,contrivance,,,two,champions,,1,0,1
2822,pharmacy,,,two,champions,,1,0,1
2823,perspicacious,,,two,champions,,1,0,1
2824,gastronome,,,two,champions,,1,0,1
2825,uveal,,,two,champions,,1,1,1
2826,atrocious,,,two,champions,,1,0,1
2827,deltoidal,,,two,champions,,1,1,1
2828,dispute,,,two,study,,1,0,1
2829,segmentate,,,two,champions,,1,0,1
2830,intransigent,intransigeant,Alt,two,champions,,1,2,1
2831,simultaneity,,,two,champions,,1,0,1
2832,compendium,,,two,champions,,1,0,1
2833,dainty,,,two,study,,1,0,1
2834,unctuous,,,two,champions,,1,0,1
2835,pachyderm,,,two,champions,,1,1,1
2836,mendacious,,,two,champions,,1,1,1
2837,arrange,,,two,study,,1,0,1
2838,alfresco,,,two,champions,,1,0,1
2839,stagflation,,,two,champions,,1,0,1
2840,burial,,,two,champions,,1,0,1
2841,machete,,,two,champions,,1,1,1
2842,jeepney,,,two,champions,,1,0,1
2843,peony,,,two,champions,,1,0,1
2844,aspirate,,,two,champions,,1,2,1
2845,paramecium,,,two,champions,,1,2,1
2846,circumflex,,,two,champions,,1,0,1
2847,charismatic,,,two,champions,,1,0,1
2848,foosball,,,two,champions,,1,0,1
2849,callow,,,two,champions,,1,0,1
2850,subtlety,,,two,champions,,1,0,1
2851,tae kwon do,,,two,champions,,1,0,1
2852,salinity,,,two,champions,,1,0,1
2853,colic,,,two,champions,,1,0,1
2854,fault,,,two,study,,1,0,1
2855,relentlessly,,,two,champions,,1,0,1
2856,preamble,,,two,champions,,1,0,1
2857,epitome,,,two,champions,,1,1,1
2858,eerily,,,two,champions,,1,0,1
2859,scrumptiously,,,two,champions,,1,0,1
2860,varsity,,,two,champions,,1,0,1
2861,palazzo,,,two,champions,,1,0,1
2862,chisel,,,two,study,,1,0,1
2863,palpitant,,,two,champions,,1,0,1
2864,technician,,,two,champions,,1,0,1
2865,vandalize,,,two,champions,,1,0,1
2866,smithereens,,,two,champions,,1,0,1
2867,catalepsy,,,two,champions,,1,0,1
2868,dechlorinate,,,two,champions,,1,0,1
2869,pancreas,,,two,champions,,1,0,1
2870,demonstrative,,,two,champions,,1,0,1
2871,occipital,,,two,champions,,1,2,1
2872,terminus,,,two,champions,,1,2,1
2873,lingua,,,two,champions,,1,0,1
2874,multivalent,,,two,champions,,1,1,1
2875,garland,,,two,study,,1,0,1
2876,commotion,,,two,study,,1,0,1
2877,logographic,,,two,champions,,1,0,1
2878,fibromyalgia,,,two,champions,,1,2,1
2879,shenanigans,,,two,champions,,1,0,1
2880,topiary,,,two,champions,,1,0,1
2881,documentary,,,two,champions,,1,0,1
2882,facto,,,two,champions,,1,0,1
2883,bouclé,boucle,No preference,two,champions,,1,0,1
2884,achromatic,,,two,champions,,1,0,1
2885,incinerate,,,two,champions,,1,0,1
2886,bureau,,,two,champions,,1,1,1
2887,fatuously,,,two,champions,,1,0,1
2888,caftan,kaftan,Alt,two,champions,,1,0,1
2889,plaudits,,,two,champions,,1,0,1
2890,zealous,,,two,champions,,1,0,1
2891,pro,,,two,champions,,1,0,1
2892,vertebral,,,two,champions,,1,0,1
2893,phalanges,,,two,champions,,1,0,1
2894,artesian,,,two,champions,,1,3,1
2895,orchestra,,,two,champions,,1,0,1
2896,dissemble,,,two,champions,,1,0,1
2897,indict,,,two,champions,,1,2,1
2898,mulish,,,two,study,,1,0,1
2899,grammarian,,,two,champions,,1,0,1
2900,ingenuous,,,two,champions,,1,0,1
2901,panache,,,two,champions,,1,1,1
2902,malinger,,,two,champions,,1,0,1
2903,loyal,,,two,study,,1,0,1
2904,microfiche,,,two,champions,,1,1,1
2905,pariah,,,two,champions,,1,1,1
2906,anticipatory,,,two,champions,,1,0,1
2907,proletarian,,,two,champions,,1,1,1
2908,nervous,,,two,study,,1,0,1
2909,Tinseltown,,,two,champions,,1,0,1
2910,truncheon,,,two,champions,,1,0,1
2911,felonious,,,two,champions,,1,0,1
2912,cymbals,,,two,champions,,1,0,1
2913,obliterate,,,two,champions,,1,0,1
2914,regicide,,,two,champions,,1,0,1
2915,embassy,,,two,champions,,1,0,1
2916,pressure,,,two,study,,1,0,1
2917,subliminal,,,two,champions,,1,0,1
2918,ultimatum,,,two,champions,,1,0,1
2919,gibbous,,,two,champions,,1,1,1
2920,tabernacle,,,two,champions,,1,0,1
2921,molars,,,two,study,,1,0,1
2922,revendicate,,,two,champions,,1,0,1
2923,Giza,,,two,study,,1,0,1
2924,transit,,,two,study,,1,0,1
2925,caroling,carolling,No preference,two,study,,1,0,1
2926,civet,,,two,champions,,1,0,1
2927,roustabout,,,two,champions,,1,0,1
2928,trespass,,,two,champions,,1,0,1
2929,garnet,,,two,study,,1,0,1
2930,Chihuahua,,,two,champions,,1,0,1
2931,approbatory,,,two,champions,,1,0,1
2932,wushu,,,two,champions,,1,0,1
2933,impetus,,,two,champions,,1,0,1
2934,kerchief,,,two,champions,,1,0,1
2935,verbena,,,two,champions,,1,1,1
2936,dissonance,,,two,champions,,1,0,1
2937,Gouda,,,two,champions,,1,1,1
2938,rehearsal,,,two,champions,,1,0,1
2939,innovator,,,two,champions,,1,0,1
2940,epistolary,,,two,champions,,1,1,1
2941,bandanna,bandana,Alt,two,champions,,1,0,1
2942,emulate,,,two,champions,,1,0,1
2943,ciao,,,two,champions,,1,1,1
2944,ataxia,,,two,champions,,1,0,1
2945,forfeit,,,two,champions,,1,0,1
2946,consul,,,two,champions,,1,0,1
2947,lapel,,,two,champions,,1,0,1
2948,procrastinate,,,two,champions,,1,0,1
2949,combustible,,,two,champions,,1,0,1
2950,posthumous,,,two,champions,,1,0,1
2951,petite,,,two,study,,1,1,1
2952,usual,,,two,study,,1,0,1
2953,pyrotechnics,,,two,champions,,1,0,1
2954,centenary,,,two,champions,,1,1,1
2955,carnitas,,,two,champions,,1,0,1
2956,naïveté,naiveté,No preference,two,champions,,1,0,1
2957,digression,,,two,champions,,1,0,1
2958,chemise,,,two,champions,,1,3,1
2959,dialysis,,,two,champions,,1,0,1
2960,idiolect,,,two,champions,,1,1,1
2961,trepidation,,,two,champions,,1,0,1
2962,sieve,,,two,champions,,1,1,1
2963,corpulent,,,two,champions,,1,1,1
2964,opulent,,,two,champions,,1,0,1
2965,chromosome,,,two,champions,,1,0,1
2966,campanology,,,two,champions,,1,0,1
2967,stroganoff,,,two,champions,,1,1,1
2968,mulligan,,,two,champions,,1,0,1
2969,sashay,,,two,champions,,1,1,1
2970,agricultural,,,two,study,,1,0,1
2971,diaphoresis,,,two,study,,1,0,1
2972,accolade,,,two,champions,,1,1,1
2973,subaqueous,,,two,champions,,1,0,1
2974,exhibition,,,two,champions,,1,0,1
2975,teak,,,two,study,,1,0,1
2976,bouquet,,,two,champions,,1,0,1
2977,casualty,,,two,champions,,1,0,1
2978,quintessential,,,two,champions,,1,0,1
2979,slumgullion,,,two,champions,,1,0,1
2980,escarpment,,,two,champions,,1,0,1
2981,stipulate,,,two,champions,,1,0,1
2982,operator,,,two,study,,1,0,1
2983,anemic,anaemic,No preference,two,champions,,1,0,1
2984,Moroccan,,,two,champions,,1,0,1
2985,affianced,,,two,champions,,1,0,1
2986,inundate,,,two,champions,,1,0,1
2987,archaism,,,two,champions,,1,0,1
2988,vane,,,two,study,,1,1,1
2989,debris,,,two,champions,,1,0,1
2990,oriel,,,two,champions,,1,1,1
2991,basaltic,,,two,champions,,1,0,1
2992,bayonet,,,two,study,,1,0,1
2993,quotidian,,,two,champions,,1,1,1
2994,papillon,,,two,champions,,1,1,1
2995,bantam,,,two,study,,1,0,1
2996,antipathy,,,two,champions,,1,0,1
2997,scythe,,,two,champions,,1,2,1
2998,corral,,,two,champions,,1,0,1
2999,upbraid,,,two,champions,,1,0,1
3000,pitiful,,,two,champions,,1,0,1
3001,harrumph,,,two,champions,,1,0,1
3002,umpirage,,,two,champions,,1,0,1
3003,dictum,,,two,champions,,1,2,1
3004,presumptuous,,,two,champions,,1,0,1
3005,ewer,,,two,champions,,1,1,1
3006,acrostic,,,two,champions,,1,0,1
3007,sculpture,,,two,champions,,1,0,1
3008,tulsi,,,three,champions,,1,1,1
3009,interpellate,,,three,champions,,1,1,1
3010,grimthorpe,,,three,champions,,1,2,1
3011,pelisse,,,three,champions,,1,3,1
3012,hierurgical,,,three,champions,,1,2,1
3013,ankh,,,three,champions,,1,3,1
3014,rheostat,,,three,champions,,1,1,1
3015,bialy,,,three,champions,,1,1,1
3016,courant,,,three,champions,,1,3,1
3017,blancmange,,,three,champions,,1,2,1
3018,tumulus,,,three,champions,,1,1,1
3019,clerihew,,,three,champions,,1,2,1
3020,force majeure,,,three,champions,,1,4,1
3021,blottesque,,,three,champions,,1,3,1
3022,rissole,,,three,champions,,1,2,1
3023,nonpareil,,,three,champions,,1,2,1
3024,cetology,,,three,champions,,1,0,1
3025,kichel,,,three,champions,,1,2,1
3026,googol,,,three,champions,,1,0,1
3027,codicil,,,three,champions,,1,2,1
3028,goanna,,,three,champions,,1,2,1
3029,blatherskite,,,three,champions,,1,1,1
3030,hilum,,,three,champions,,1,1,1
3031,castellated,,,three,champions,,1,1,1
3032,sequoia,,,three,champions,,1,0,1
3033,scrivener,,,three,champions,,1,1,1
3034,plagiarism,,,three,champions,,1,0,1
3035,maxillae,,,three,champions,,1,0,1
3036,simulacrum,,,three,champions,,1,0,1
3037,choucroute,,,three,champions,,1,2,1
3038,velamen,,,three,champions,,1,1,1
3039,prescient,,,three,champions,,1,1,1
3040,damson,,,three,champions,,1,1,1
3041,badinage,,,three,champions,,1,1,1
3042,a posteriori,,,three,champions,,1,1,1
3043,temblor,,,three,champions,,1,1,1
3044,paraffin,,,three,champions,,1,1,1
3045,pointelle,,,three,champions,,1,1,1
3046,reveille,,,three,champions,,1,1,1
3047,boutade,,,three,champions,,1,1,1
3048,escritoire,,,three,champions,,1,1,1
3049,piscivorous,,,three,champions,,1,1,1
3050,Groenendael,,,three,champions,,1,1,1
3051,piloncillo,,,three,champions,,1,0,1
3052,wahine,,,three,champions,,1,0,1
3053,rhabdoid,,,three,champions,,1,0,1
3054,soupçon,,,three,champions,,1,0,1
3055,entomophagy,,,three,champions,,1,1,1
3056,seneschal,,,three,champions,,1,1,1
3057,anemone,,,three,champions,,1,0,1
3058,Rubicon,,,three,champions,,1,0,1
3059,coup,,,three,champions,,1,0,1
3060,lanolated,,,three,champions,,1,0,1
3061,profiterole,,,three,champions,,1,1,1
3062,verisimilitude,,,three,champions,,1,0,1
3063,cabal,,,three,champions,,1,0,1
3064,threnody,,,three,champions,,1,0,1
3065,hortatory,,,three,champions,,1,0,1
3066,linnet,,,three,champions,,1,0,1
3067,estovers,,,three,champions,,1,0,1
3068,bêtise,,,three,champions,,1,1,1
3069,ballabile,,,three,champions,,1,1,1
3070,brouillon,,,three,champions,,1,0,1
3071,Machiavellian,,,three,champions,,1,0,1
3072,grissino,,,three,champions,,1,0,1
3073,nilpotent,,,three,champions,,1,0,1
3074,megrims,,,three,champions,,1,2,1
3075,Erewhonian,,,three,champions,,1,2,1
3076,maquillage,,,three,champions,,1,2,1
3077,lapidary,,,three,champions,,1,0,1
3078,violaceous,,,three,champions,,1,0,1
3079,foudroyant,,,three,champions,,1,1,1
3080,Keplerian,,,three,champions,,1,0,1
3081,lacustrine,,,three,champions,,1,2,1
3082,abattoir,,,three,champions,,1,1,1
3083,revanche,,,three,champions,,1,1,1
3084,consommé,consomme,No preference,three,champions,,1,1,1
3085,pinioned,,,three,champions,,1,0,1
3086,iatrogenic,,,three,champions,,1,0,1
3087,Pythagorean,,,three,champions,,1,0,1
3088,styptic,,,three,champions,,1,1,1
3089,octonocular,,,three,champions,,1,0,1
3090,hiortdahlite,,,three,champions,,1,2,1
3091,tachyon,,,three,champions,,1,1,1
3092,emanant,,,three,champions,,1,1,1
3093,sirenian,,,three,champions,,1,1,1
3094,Teutonic,,,three,champions,,1,0,1
3095,realia,,,three,champions,,1,0,1
3096,calumny,,,three,champions,,1,0,1
3097,meringue,,,three,champions,,1,0,1
3098,kalimba,,,three,champions,,1,0,1
3099,anaglyphy,,,three,champions,,1,0,1
3100,vermicelli,,,three,champions,,1,0,1
3101,girandole,,,three,champions,,1,0,1
3102,lokelani,,,three,champions,,1,0,1
3103,guayabera,,,three,champions,,1,0,1
3104,attaché,,,three,champions,,1,0,1
3105,ad nauseam,,,three,champions,,1,2,1
3106,exogenous,,,three,champions,,1,0,1
3107,azedarach,,,three,champions,,1,2,1
3108,jai alai,,,three,champions,,1,1,1
3109,Aesopian,,,three,champions,,1,0,1
3110,glaucomatous,,,three,champions,,1,3,1
3111,papeterie,,,three,champions,,1,0,1
3112,dirndl,,,three,champions,,1,1,1
3113,tannined,,,three,champions,,1,0,1
3114,nyctinasty,,,three,champions,,1,1,1
3115,cormorant,,,three,champions,,1,0,1
3116,julienne,,,three,champions,,1,1,1
3117,derecho,,,three,champions,,1,4,1
3118,heuristic,,,three,champions,,1,2,1
3119,daguerreotype,,,three,champions,,1,1,1
3120,gyascutus,,,three,champions,,1,0,1
3121,affenpinscher,,,three,champions,,1,0,1
3122,voltammetry,,,three,champions,,1,0,1
3123,chimera,*chimaera,British,three,champions,,1,0,1
3124,rapprochement,,,three,champions,,1,1,1
3125,trouvaille,,,three,champions,,1,2,1
3126,rubato,,,three,champions,,1,0,1
3127,caldera,,,three,champions,,1,0,1
3128,caveola,,,three,champions,,1,1,1
3129,ballotage,,,three,champions,,1,0,1
3130,boutonniere,,,three,champions,,1,3,1
3131,kalanchoe,,,three,champions,,1,2,1
3132,genuflect,,,three,champions,,1,0,1
3133,profligacy,,,three,champions,,1,1,1
3134,ganache,,,three,champions,,1,0,1
3135,pikas,,,three,champions,,1,0,1
3136,adrenergic,,,three,champions,,1,0,1
3137,Freudian,,,three,champions,,1,1,1
3138,connoisseur,,,three,champions,,1,2,1
3139,encephalitis,,,three,champions,,1,2,1
3140,vireo,,,three,champions,,1,2,1
3141,dirigible,,,three,champions,,1,0,1
3142,jibboom,,,three,champions,,1,1,1
3143,autophagy,,,three,champions,,1,1,1
3144,erythroblast,,,three,champions,,1,2,1
3145,esplanade,,,three,champions,,1,1,1
3146,bas-relief,,,three,champions,,1,0,1
3147,serricorn,,,three,champions,,1,2,1
3148,rheumatic,,,three,champions,,1,0,1
3149,histolysis,,,three,champions,,1,2,1
3150,ormolu,,,three,champions,,1,1,1
3151,coup de grace,,,three,champions,,1,1,1
3152,noumenon,,,three,champions,,1,3,1
3153,roux,,,three,champions,,1,0,1
3154,escabeche,,,three,champions,,1,2,1
3155,sforzando,,,three,champions,,1,0,1
3156,presentient,,,three,champions,,1,1,1
3157,Sbrinz,,,three,champions,,1,2,1
3158,Naugahyde,,,three,champions,,1,2,1
3159,glacis,,,three,champions,,1,1,1
3160,poltroon,,,three,champions,,1,2,1
3161,succade,,,three,champions,,1,1,1
3162,nival,,,three,champions,,1,0,1
3163,haupia,,,three,champions,,1,3,1
3164,teppanyaki,,,three,champions,,1,0,1
3165,Keynesian,,,three,champions,,1,1,1
3166,fulgent,,,three,champions,,1,0,1
3167,commorients,,,three,champions,,1,2,1
3168,interferon,,,three,champions,,1,0,1
3169,Parmentier,,,three,champions,,1,3,1
3170,mostaccioli,,,three,champions,,1,2,1
3171,jacquard,,,three,champions,,1,0,1
3172,toreutics,,,three,champions,,1,0,1
3173,quatrefoil,,,three,champions,,1,1,1
3174,panegyric,,,three,champions,,1,0,1
3175,warison,,,three,champions,,1,0,1
3176,whippoorwill,,,three,champions,,1,0,1
3177,emollient,,,three,champions,,1,0,1
3178,bahuvrihi,,,three,champions,,1,0,1
3179,risibility,,,three,champions,,1,0,1
3180,syzygy,,,three,champions,,1,0,1
3181,kaffeeklatsch,,,three,champions,German,1,0,1
3182,bozzetto,,,three,champions,,1,0,1
3183,rajpramukh,,,three,champions,,1,0,1
3184,mendicity,,,three,champions,,1,0,1
3185,transmontane,,,three,champions,,1,0,1
3186,filar,,,three,champions,,1,0,1
3187,dengue,,,three,champions,,1,0,1
3188,renvoi,,,three,champions,,1,0,1
3189,lemniscus,,,three,champions,,1,0,1
3190,gnomon,,,three,champions,,1,0,1
3191,naranjilla,,,three,champions,,1,0,1
3192,putsch,,,three,champions,,1,0,1
3193,hesped,,,three,champions,,1,1,1
3194,bestial,,,three,champions,,1,0,1
3195,rouille,,,three,champions,,1,0,1
3196,canard,,,three,champions,,1,0,1
3197,farfalle,,,three,champions,,1,0,1
3198,gerundial,,,three,champions,,1,0,1
3199,Mediterranean,,,three,champions,,1,0,1
3200,couverture,,,three,champions,,1,1,1
3201,gudgeon,,,three,champions,,1,0,1
3202,habitué,habitue,No preference,three,champions,,1,1,1
3203,sororal,,,three,champions,,1,1,1
3204,buccal,,,three,champions,,1,1,1
3205,chanoyu,,,three,champions,,1,1,1
3206,loess,löss,Alt,three,champions,,1,1,1
3207,zydeco,,,three,champions,,1,1,1
3208,fortissimo,,,three,champions,,1,0,1
3209,tmesis,,,three,champions,,1,1,1
3210,capoeira,,,three,champions,,1,2,1
3211,emolument,,,three,champions,,1,1,1
3212,hircine,,,three,champions,,1,2,1
3213,floruit,,,three,champions,,1,3,1
3214,vaccary,,,three,champions,,1,1,1
3215,de rigueur,,,three,champions,,1,3,1
3216,demitasse,,,three,champions,,1,0,1
3217,rupicolous,,,three,champions,,1,1,1
3218,rugose,,,three,champions,,1,2,1
3219,hemorrhage,,,three,champions,,1,1,1
3220,tomalley,,,three,champions,,1,2,1
3221,penicillin,,,three,champions,,1,0,1
3222,latke,,,three,champions,,1,1,1
3223,pejerrey,,,three,champions,,1,2,1
3224,obnebulate,,,three,champions,,1,0,1
3225,coccygeal,,,three,champions,,1,2,1
3226,mackinaw,,,three,champions,,1,1,1
3227,sesquipedalian,,,three,champions,,1,0,1
3228,ensilage,,,three,champions,,1,3,1
3229,aristoi,,,three,champions,,1,1,1
3230,nubilous,,,three,champions,,1,2,1
3231,speleothem,,,three,champions,,1,1,1
3232,galoot,,,three,champions,,1,0,1
3233,panettone,,,three,champions,,1,1,1
3234,proselytizer,*proselytiser,British,three,champions,,1,2,1
3235,euripus,,,three,champions,,1,1,1
3236,teratism,,,three,champions,,1,0,1
3237,melee,,,three,champions,,1,0,1
3238,epideictic,,,three,champions,,1,1,1
3239,flavedo,,,three,champions,,1,0,1
3240,sebaceous,,,three,champions,,1,1,1
3241,puerilely,,,three,champions,,1,1,1
3242,sakura,,,three,champions,,1,0,1
3243,surfeit,,,three,champions,,1,1,1
3244,epenthesis,,,three,champions,,1,0,1
3245,pochoir,,,three,champions,,1,1,1
3246,macropterous,,,three,champions,,1,0,1
3247,golem,,,three,champions,,1,0,1
3248,buffa,,,three,champions,,1,1,1
3249,seiche,,,three,champions,,1,1,1
3250,ascetic,,,three,champions,,1,1,1
3251,hackamore,,,three,champions,,1,0,1
3252,oppidan,,,three,champions,,1,2,1
3253,xerogel,,,three,champions,,1,0,1
3254,grison,,,three,champions,,1,1,1
3255,bienvenue,bienvenu,Alt,three,champions,,1,1,1
3256,tristeza,,,three,champions,,1,0,1
3257,halcyon,,,three,champions,,1,1,1
3258,ullage,,,three,champions,,1,0,1
3259,cassock,,,three,champions,,1,0,1
3260,triquetra,,,three,champions,,1,1,1
3261,regnal,,,three,champions,,1,0,1
3262,angiitis,,,three,champions,,1,1,1
3263,ethylene,,,three,champions,,1,1,1
3264,deleterious,,,three,champions,,1,1,1
3265,brume,,,three,champions,,1,0,1
3266,brucellosis,,,three,champions,,1,1,1
3267,stevedore,,,three,champions,,1,0,1
3268,glazier,,,three,champions,,1,0,1
3269,ikebana,,,three,champions,,1,1,1
3270,haricot,,,three,champions,,1,2,1
3271,urushiol,,,three,champions,,1,1,1
3272,tuatara,,,three,champions,,1,0,1
3273,crescive,,,three,champions,,1,2,1
3274,vermeil,,,three,champions,,1,1,1
3275,Glaswegian,,,three,champions,,1,1,1
3276,taurine,,,three,champions,,1,0,1
3277,bibliopegist,,,three,champions,,1,1,1
3278,chicanery,,,three,champions,,1,0,1
3279,execrable,,,three,champions,,1,0,1
3280,pelagial,,,three,champions,,1,1,1
3281,gentilitial,,,three,champions,,1,1,1
3282,zortzico,,,three,champions,,1,1,1
3283,ogival,,,three,champions,,1,1,1
3284,toreador,,,three,champions,,1,1,1
3285,huipil,,,three,champions,,1,1,1
3286,expugnable,,,three,champions,,1,0,1
3287,budgereegah,budgerygah,No preference,three,champions,,1,1,1
3288,contumelious,,,three,champions,,1,0,1
3289,après,,,three,champions,,1,1,1
3290,Fribourg,,,three,champions,,1,1,1
3291,appurtenances,,,three,champions,,1,1,1
3292,psoriasis,,,three,champions,,1,0,1
3293,agnomen,,,three,champions,,1,0,1
3294,expatiate,,,three,champions,,1,0,1
3295,toponymic,,,three,champions,,1,1,1
3296,plangency,,,three,champions,,1,0,1
